"Plant_species","Pollinator_species","Interaction","Id","Unique_id","Locality","Latitude","Longitude","Order_all","Family_all","Genus_all","Species_all","Subspecies","Sex_or_flower_type","Breeding_system","Breeding_system_info","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","Compatibility","Self_compatible_author","Self_compatible_reference","Self_compatible_doi","Compatibility_genus","Info_level","Asexual_reproduction","Asexual_reproduction_type","Agamospermy/apomixis (yes/no/some_populations)","Flower_colour","Flower_morphology","Flower_symmetry","Corolla_diameter_mean","Corolla_diameter_min","Corolla_diameter_max","Corolla_length_mean","Corolla_length_min","Corolla_length_max","Tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_N","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","References","Reference_info","DOI","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","Species"
"Viola verecunda","Bombus diversus diversus",0,"11_metaweb_inouye_1990.csv","Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Malpighiales","Violaceae","Viola","Viola arcuata","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","yes","rizhomes","NA","purple_white","campanulate","zygomorphic","32.5","20","45","20","NA","NA","NA","1.3","1.2","1.4","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.35","0.18","beattie 1969; NA; NA","journal: new phytologist; online: http://tropical.theferns.info; online: http://tai2.ntu.edu.tw/","https://doi.org/10.1111/j.1469-8137.1969.tb06517.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Viola arcuata"
"Weigela hortensis","Bombus diversus diversus",4,"11_metaweb_inouye_1990.csv","Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Dipsacales","Caprifoliaceae","Weigela","Weigela hortensis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_incompatible","flower","NA","NA","NA","pink","campanulate","actinomorphic","20","NA","NA","30","25","35",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","2","3","2.5","shimokawa 2015; NA","thesis: tokyo etropolitan university; online: https://www.flowersofindia.net/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Weigela hortensis"
"Wisteria floribunda","Bombus diversus diversus",1,"11_metaweb_inouye_1990.csv","Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Fabales","Fabaceae","Wisteria","Wisteria floribunda","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","layering stems","NA","blue_purple","papilionaceous","zygomorphic","15","NA","NA","17.5","15","20","NA","NA","NA","NA","NA","NA","10.5","5","16","NA","NA","vine","perennial","NA","20","10","NA; haines 2011","online: https://www.fs.fed.us; book: new england wild flower societys flora novae angliae: a manual for the identification of native and naturalized higher vascular plants of new england","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Wisteria floribunda"
"Youngia denticulata","Bombus diversus diversus",1,"11_metaweb_inouye_1990.csv","Inoue_1990.csv","Kibune, Kyoto, Japan",35.166667,135.866667,"Asterales","Asteraceae","Crepidiastrum","Crepidiastrum denticulatum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","yellow","dish","actinomorphic","15","NA","NA","40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.3","1.2","0.75","NA; NA","online: http://cichorieae.e-taxonomy.net; online: efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Crepidiastrum denticulatum"
"Achillea millefolium","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aciphylla glacialis","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Apiales","Apiaceae","Aciphylla","Aciphylla glacialis","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","2.25","2.5","3","0.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.25","0.6","0.42499999999999999","NA; NA; pickering 2001","online: https://vicflora.rbg.vic.gov.au; online: https://apps.lucidcentral.org; journal: nordic journal of botany","NA","NA","https://doi.org/10.1111/j.1756-1051.2001.tb00787.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Aciphylla glacialis"
"Aciphylla simplicifolia","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Apiales","Apiaceae","Aciphylla","Aciphylla simplicifolia","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","1.75","1","2.5","0.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.6","0.3","NA; NA","online: https://keys.lucidcentral.org; online: https://vicflora.rbg.vic.gov.au","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Aciphylla simplicifolia"
"Asperula gunnii","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Gentianales","Rubiaceae","Asperula","Asperula gunnii","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","3","NA","NA","2.5","2","3","2.5","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","perennial","NA","0.2","0.1","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Asperula gunnii"
"Baeckia gunniana","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Myrtales","Myrtaceae","Baeckea","Baeckea gunniana","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","4.5","4","5","1.3","NA","NA","NA","0.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","0.5","1","0.75","NA; bean 1997","online: https://www.anbg.gov.au/;l journal: telopea","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Baeckea gunniana"
"Brachycome scapiformis","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Brachyscome","Brachyscome scapiformis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","purple","dish","actinomorphic","15","10","20","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.6","0.3","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Brachyscome scapiformis"
"Brachycome scapigera","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Brachyscome","Brachyscome scapigera","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white","capitulum","actinomorphic","12","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.4","0.2","harden 1992","book: flora of new south wales","ISBN: 0 86840 196X.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Brachyscome scapigera"
"Brachycome sp1 M_PL_019","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Brachycome","Brachycome sp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Brachycome sp."
"Brachycome stolonifera","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Brachyscome","Brachyscome stolonifera","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","yes","stolons","NA","white","capitulum","actinomorphic","12.5","8","17","4.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.15","7.4999999999999997E-2","harden 1992","book: flora of new south wales","ISBN: 0 86840 196X.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Brachyscome stolonifera"
"Celmisia longifolia","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Celmisia","Celmisia asteliifolia","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white","capitulum","actinomorphic","28","NA","NA","14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.1","0.3","0.2","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Celmisia asteliifolia"
"Craspedia sp1 M_PL_019","Leioproctus sp1 M_PL_019",3,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Craspedia","Craspedia sp.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Craspedia sp."
"Epacris microphylla","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Ericales","Ericaceae","Epacris","Epacris microphylla","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","7.5","NA","NA","2.75","NA","NA","2.75","0.8","0.6","1","NA","NA","77.5","35","120","NA","NA","shrub","perennial","NA","1.5","0.75","pacini, hesse & dafne 2000; NA","book: pollen and pollination; online: https://vicflora.rbg.vic.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Epacris microphylla"
"Epacris petrophila","Leioproctus sp1 M_PL_019",1,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Ericales","Ericaceae","Epacris","Epacris petrophila","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","3.8","NA","NA","1.55","NA","NA","1.55","0.45","0.3","0.6","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","0.3","0.6","0.45","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Epacris petrophila"
"Epilobium gunnianum","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Myrtales","Onagraceae","Epilobium","Epilobium gunnianum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","stolons","NA","pink","dish","actinomorphic","11.5","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.8","0.4","NA","online: https://keys.lucidcentral.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Epilobium gunnianum"
"Euphrasia collina","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Lamiales","Orobanchaceae","Euphrasia","Euphrasia collina","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","zygomorphic","11","NA","NA","11","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.05","0.6","0.32500000000000001","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Euphrasia collina"
"Gentianella diemensis","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Gentianales","Gentianaceae","Gentianella","Gentianella diemensis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","18","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","85","70","100","NA","NA","herb","biennial","0.12","0.4","0.26","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Gentianella diemensis"
"Helichrysum alpinum","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Anaphalioides","Anaphalioides alpinum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white","capitulum","actinomorphic","22","19","25","10","NA","NA","NA","3.7","3.6","3.8","NA","NA","183","173","193","NA","NA","shrub","perennial","NA","3","1.5","NA","online: http://www.nzflora.info/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Anaphalioides alpinum"
"Helichrysum scorpioides","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Helichrysum","Helichrysum scorpioides","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","yellow","capitulum","actinomorphic","24.5","14","35","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.55000000000000004","0.27500000000000002","NA","online: https://keys.lucidcentral.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Helichrysum scorpioides"
"Helipterum albicans","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Leucochrysum","Leucochrysum albicans","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","10","self_incompatible","costin, morgan & young 2001","journal: biological conservation","https://doi.org/10.1016/S0006-3207(00)00165-8","NA","capitulum","NA","NA","no","yellow","capitulum","actinomorphic","32.5","15","50","16.25","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.5","0.25","NA","online: https://apps.lucidcentral.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Leucochrysum albicans"
"Hypochoeris radicata","Leioproctus sp1 M_PL_019",12,"12_inouye_1988.csv","dicks_2002_1.csv","Hickling, Norfolk, UK",52.762395,1.575532,"Asterales","Asteraceae","Hypochaeris","Hypochaeris radicata","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","partially_self_compatible","ortiz et al., 2006","journal: american journal of botany"," https://doi.org/10.3732/ajb.93.2.234 ","NA","capitulum","no","NA","NA","yellow","dish","actinomorphic","30","20","40","12.5","10","15","NA","1.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.15","0.8","0.45","Pico et al 2004; Aarssen, 1981","Botanical Journal of the Linnean Society; Canadian Journal of Plant Science","https://doi.org/10.1111/j.1095-8339.2004.00330.x","https://doi.org/10.4141/cjps81-051","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Hypochaeris radicata"
"Kunzea muelleri","Leioproctus sp1 M_PL_019",185,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Myrtales","Myrtaceae","Kunzea","Kunzea muelleri","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","yellow","brush","actinomorphic","8","NA","NA","3.5","NA","NA","NA","5.25","4.5","6","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","1","0.5","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Kunzea muelleri"
"Leptorhynchos squamatus","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Leptorhynchos","Leptorhynchos squamatus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","yellow","capitulum","actinomorphic","11","7","15","11.5","8","15","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","NA","0.5","NA","online: https://keys.lucidcentral.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Leptorhynchos squamatus"
"Leucopogon montanus","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Ericales","Ericaceae","Acrothamnus","Acrothamnus montanus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","2.5","NA","NA","2.75","NA","NA","2","0.55000000000000004","0.5","0.6","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","0.35","0.17499999999999999","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Acrothamnus montanus"
"Microseris lanceolata","Leioproctus sp1 M_PL_019",1,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Microseris","Microseris lanceolata","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","sneddon 1977","thesis: a byosystematic study of microseris","http://hdl.handle.net/10063/807","NA","flower","NA","NA","NA","yellow","capitulum","actinomorphic","17.5","15","20","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.4","0.2","NA","online: http://plantnet.rbgsyd.nsw.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Microseris lanceolata"
"Neopaxia australasica","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Caryophyllales","Montiaceae","Montia","Montia australasica","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","dish","actinomorphic","9","NA","NA","4.5","NA","NA","NA","NA","NA","NA","NA","NA","4.5","3","6","NA","NA","herb","perennial","NA","0.3","0.15","NA; swanson 1966","online: https://vicflora.rbg.vic.gov.au/; journal: brittonia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Montia australasica"
"Olearia phlogopappa","Leioproctus sp1 M_PL_019",0,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Asterales","Asteraceae","Olearia","Olearia phlogopappa","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white","capitulum","actinomorphic","22.5","20","25","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","1.5","0.75","NA; NA","online: http://anpsa.org.au/; online: https://vicflora.rbg.vic.gov.au/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Olearia phlogopappa"
"Orites lancifolia","Leioproctus sp1 M_PL_019",43,"12_inouye_1988.csv","inouye_1988.csv","Snowy Mountains, Australia",-36.45,148.266667,"Proteales","Proteaceae","Orites","Orites lancifolius","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","5","NA","NA","5","4","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","2","1","NA","online: https://keys.lucidcentral.org/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Orites lancifolius"
